    33554434   1.8273816650501820     
    33554436   1.1297940266105322     
    33554440  0.62238136290363921     
    33554448  0.32971623939620087     
    33554464  0.17048123171288296     
    33554496   8.6816766502241030E-002
    33554560   4.3827501787898758E-002
    33554688   2.2021939085149083E-002
    33554944   1.1038461099168060E-002
    33555456   5.5261602004843709E-003
    33556480   2.7648196845599287E-003
    33558528   1.3828456396293590E-003
    33562624   6.9153188211329636E-004
    33570816   3.4579322076973480E-004
    33587200   1.7290343208238416E-004
    33619968   8.6453421686181044E-005
    33685504   4.3227137283102839E-005
    33816576   2.1613675260620994E-005
    34078720   1.0806864280090475E-005
    34603008   5.4034387901257244E-006
    35651584   2.7017210765987271E-006
    37748736   1.3508609376326753E-006
    41943040   6.7543058286565613E-007
    50331648   3.3771530880667067E-007
    67108864   1.6885765460730540E-007
   100663296   8.4428818993961753E-008
